Set #,Title in NIV,Passage,Book,Breaks,Description
,,3,PRO,5:3-3,
,,4,PRO,5:4-4,
,,5,PRO,5:5-5,
,,6,PRO,5:6-6,
,,7,PRO,5:7-7,
,,8,PRO,5:8-8,
,,9,PRO,5:9-9,
,,10,PRO,5:10-10,
,,11,PRO,5:11-11,
,,12,PRO,5:12-12,
,,13,PRO,5:13-13,
,,14,PRO,5:14-14,
27,,,,,
,,1,PRO,5:15-15,
,,2,PRO,5:16-16,
,,3,PRO,5:17-17,
,,4,PRO,5:18-18,
,,5,PRO,5:19-19,
,,6,PRO,5:20-20,
28,,,,,
,,1,PRO,5:21-21,
,,2,PRO,5:22-22,
,,3,PRO,5:23-23,
29,Warnings Against Folly,,,,
,,1,PRO,6:1-1,
,,2,PRO,6:2-2,
,,3,PRO,6:3-3,
,,4,PRO,6:4-4,
,,5,PRO,6:5-5,
,,6,PRO,6:6-6,
,,7,PRO,6:7-7,
,,8,PRO,6:8-8,
30,,,,,
,,1,PRO,6:9-9,
,,2,PRO,6:10-10,
,,3,PRO,6:11-11,
31,,,,,
,,1,PRO,6:12-12,
,,2,PRO,6:15-15,
32,,,,,
,,1,PRO,6:16-16,
33,Warning Against Adultery,,,,
,,1,PRO,6:20-20,
,,2,PRO,6:21-21,
,,3,PRO,6:22-22,
,,4,PRO,6:23-23,
,,5,PRO,6:24-24,
,,6,PRO,6:25-25,
,,7,PRO,6:26-26,
,,8,PRO,6:27-27,
,,9,PRO,6:28-28,
,,10,PRO,6:29-29,
34,,,,,
,,1,PRO,6:30-30,
,,2,PRO,6:31-31,
,,3,PRO,6:32-32,
,,4,PRO,6:33-33,
,,5,PRO,6:34-34,
,,6,PRO,6:35-35,
35,Warning Against the Adulteress,,,,
,,1,PRO,7:1-1,
,,2,PRO,7:2-2,
,,3,PRO,7:3-3,
,,4,PRO,7:4-4,
,,5,PRO,7:5-5,
,,6,PRO,7:6-6,
,,7,PRO,7:7-7,
,,8,PRO,7:8-8,
,,9,PRO,7:9-9,
36,,,,,
,,1,PRO,7:10-10,
,,2,PRO,7:11-11,
,,3,PRO,7:12-12,
,,4,PRO,7:13-13,
37,,,,,
,,1,PRO,7:14-14,
,,2,PRO,7:15-15,
,,3,PRO,7:16-16,
,,4,PRO,7:17-17,
,,5,PRO,7:18-18,
,,6,PRO,7:19-19,
,,7,PRO,7:20-20,
38,,,,,
,,1,PRO,7:21-21,
,,2,PRO,7:22-22,
39,,,,,
,,1,PRO,7:24-24,
,,2,PRO,7:25-25,
,,3,PRO,7:26-26,
,,4,PRO,7:27-27,
40,Wisdom's Call,,,,
,,1,PRO,8:1-1,
,,2,PRO,8:2-2,
,,3,PRO,8:3-3,
,,4,PRO,8:4-4,
,,5,PRO,8:5-5,
,,6,PRO,8:6-6,
,,7,PRO,8:7-7,
,,8,PRO,8:8-8,
,,9,PRO,8:9-9,
,,10,PRO,8:10-10,
,,11,PRO,8:11-11,
41,,,,,
,,1,PRO,8:12-12,
,,2,PRO,8:13-13,
,,3,PRO,8:14-14,
,,4,PRO,8:15-15,
,,5,PRO,8:16-16,
,,6,PRO,8:17-17,
,,7,PRO,8:18-18,
,,8,PRO,8:19-19,
,,9,PRO,8:20-20,
,,10,PRO,8:21-21,
42,,,,,
,,1,PRO,8:22-22,
,,2,PRO,8:23-23,
,,3,PRO,8:24-24,
,,4,PRO,8:25-25,
,,5,PRO,8:26-26,
,,6,PRO,8:27-27,
,,7,PRO,8:28-28,
,,8,PRO,8:29-29,
,,9,PRO,8:31-31,
43,,,,,
,,1,PRO,8:32-32,
,,2,PRO,8:33-33,
,,3,PRO,8:34-34,
,,4,PRO,8:35-35,
,,5,PRO,8:36-36,
44,Invitations of Wisdom and of Folly,,,,
,,1,PRO,9:1-1,
,,2,PRO,9:2-2,
,,3,PRO,9:3-3,
,,4,PRO,9:4-4,
,,5,PRO,9:5-5,
,,6,PRO,9:6-6,
45,,,,,
,,1,PRO,9:7-7,
,,2,PRO,9:8-8,
,,3,PRO,9:9-9,
46,,,,,
,,1,PRO,9:10-10,
,,2,PRO,9:11-11,
,,3,PRO,9:12-12,
47,,,,,
,,1,PRO,9:13-13,
,,2,PRO,9:14-14,
,,3,PRO,9:15-15,
,,4,PRO,9:16-16,
,,5,PRO,9:17-17,
,,6,PRO,9:18-18,
48,Proverbs of Solomon,,,,
,,1,PRO,10:1-1,
49,,,,,
,,1,PRO,10:2-2,
50,,,,,
,,1,PRO,10:3-3,
51,,,,,
,,1,PRO,10:4-4,
52,,,,,
,,1,PRO,10:5-5,
53,,,,,
,,1,PRO,10:6-6,
54,,,,,
,,1,PRO,10:7-7,
55,,,,,
,,1,PRO,10:8-8,
56,,,,,
,,1,PRO,10:9-9,
57,,,,,
,,1,PRO,10:10-10,
58,,,,,
,,1,PRO,10:11-11,
59,,,,,
,,1,PRO,10:12-12,
60,,,,,
,,1,PRO,10:13-13,
61,,,,,
,,1,PRO,10:14-14,
62,,,,,
,,1,PRO,10:15-15,
63,,,,,
,,1,PRO,10:16-16,
64,,,,,
,,1,PRO,10:17-17,
65,,,,,
,,1,PRO,10:18-18,
66,,,,,
,,1,PRO,10:19-19,
67,,,,,
,,1,PRO,10:20-20,
68,,,,,
,,1,PRO,10:21-21,
69,,,,,
,,1,PRO,10:22-22,
70,,,,,
,,1,PRO,10:23-23,
71,,,,,
,,1,PRO,10:24-24,
72,,,,,
,,1,PRO,10:25-25,
73,,,,,
,,1,PRO,10:26-26,
74,,,,,
,,1,PRO,10:27-27,
75,,,,,
,,1,PRO,10:28-28,
76,,,,,
,,1,PRO,10:29-29,
77,,,,,
,,1,PRO,10:30-30,
78,,,,,
,,1,PRO,10:31-31,
79,,,,,
,,1,PRO,10:32-32,
80,Proverbs of Solomon,,,,
,,1,PRO,11:1-1,
,,2,PRO,11:2-2,
81,,,,,
,,1,PRO,11:3-3,
82,,,,,
,,1,PRO,11:4-4,
83,,,,,
,,1,PRO,11:5-5,
84,,,,,
,,1,PRO,11:6-6,
85,,,,,
,,1,PRO,11:7-7,
86,,,,,
,,1,PRO,11:8-8,
87,,,,,
,,1,PRO,11:9-9,
88,,,,,
,,1,PRO,11:10-10,
89,,,,,
,,1,PRO,11:11-11,
90,,,,,
,,1,PRO,11:12-12,
91,,,,,
,,1,PRO,11:13-13,
92,,,,,
,,1,PRO,11:14-14,
93,,,,,
,,1,PRO,11:15-15,
94,,,,,
,,1,PRO,11:16-16,
95,,,,,
,,1,PRO,11:17-17,
96,,,,,
,,1,PRO,11:18-18,
97,,,,,
,,1,PRO,11:19-19,
98,,,,,
,,1,PRO,11:20-20,
99,,,,,
,,1,PRO,11:21-21,
100,,,,,
,,1,PRO,11:22-22,
101,,,,,
,,1,PRO,11:23-23,
102,,,,,
,,1,PRO,11:24-24,
103,,,,,
,,1,PRO,11:25-25,
104,,,,,
,,1,PRO,11:26-26,
105,,,,,
,,1,PRO,11:27-27,
106,,,,,
,,1,PRO,11:28-28,
107,,,,,
,,1,PRO,11:29-29,
108,,,,,
,,1,PRO,11:30-30,
109,,,,,
,,1,PRO,11:31-31,
110,Proverbs of Solomon,,,,
,,1,PRO,12:1-1,
,,2,PRO,12:2-2,
111,,,,,
,,1,PRO,12:3-3,
112,,,,,
,,1,PRO,12:4-4,
113,,,,,
,,1,PRO,12:5-5,
114,,,,,
,,1,PRO,12:6-6,
115,,,,,
,,1,PRO,12:7-7,
116,,,,,
,,1,PRO,12:8-8,
117,,,,,
,,1,PRO,12:9-9,
118,,,,,
,,1,PRO,12:10-10,
119,,,,,
,,1,PRO,12:11-11,
120,,,,,
,,1,PRO,12:12-12,
121,,,,,
,,1,PRO,12:13-13,
122,,,,,
,,1,PRO,12:14-14,
123,,,,,
,,1,PRO,12:15-15,
124,,,,,
,,1,PRO,12:16-16,
125,,,,,
,,1,PRO,12:17-17,
126,,,,,
,,1,PRO,12:18-18,
127,,,,,
,,1,PRO,12:19-19,
128,,,,,
,,1,PRO,12:20-20,
129,,,,,
,,1,PRO,12:21-21,
130,,,,,
,,1,PRO,12:22-22,
131,,,,,
,,1,PRO,12:23-23,
132,,,,,
,,1,PRO,12:24-24,
133,,,,,
,,1,PRO,12:25-25,
134,,,,,
,,1,PRO,12:26-26,
135,,,,,
,,1,PRO,12:27-27,
136,,,,,
,,1,PRO,12:28-28,
137,Proverbs of Solomon,,,,
,,1,PRO,13:1-1,
,,2,PRO,13:2-2,
138,,,,,
,,1,PRO,13:3-3,
139,,,,,
,,1,PRO,13:4-4,
140,,,,,
,,1,PRO,13:5-5,
141,,,,,
,,1,PRO,13:6-6,
142,,,,,
,,1,PRO,13:7-7,
143,,,,,
,,1,PRO,13:8-8,
144,,,,,
,,1,PRO,13:9-9,
145,,,,,
,,1,PRO,13:10-10,
146,,,,,
,,1,PRO,13:11-11,
147,,,,,
,,1,PRO,13:12-12,
148,,,,,
,,1,PRO,13:13-13,
149,,,,,
,,1,PRO,13:14-14,
150,,,,,
,,1,PRO,13:15-15,
151,,,,,
,,1,PRO,13:16-16,
152,,,,,
,,1,PRO,13:17-17,
153,,,,,
,,1,PRO,13:18-18,
154,,,,,
,,1,PRO,13:19-19,
155,,,,,
,,1,PRO,13:20-20,
156,,,,,
,,1,PRO,13:21-21,
157,,,,,
,,1,PRO,13:22-22,
158,,,,,
,,1,PRO,13:23-23,
159,,,,,
,,1,PRO,13:24-24,
160,,,,,
,,1,PRO,13:25-25,
161,Proverbs of Solomon,,,,
,,1,PRO,14:1-1,
,,2,PRO,14:2-2,
162,,,,,
,,1,PRO,14:3-3,
163,,,,,
,,1,PRO,14:4-4,
164,,,,,
,,1,PRO,14:5-5,
165,,,,,
,,1,PRO,14:6-6,
166,,,,,
,,1,PRO,14:7-7,
167,,,,,
,,1,PRO,14:8-8,
168,,,,,
,,1,PRO,14:9-9,
169,,,,,
,,1,PRO,14:10-10,
170,,,,,
,,1,PRO,14:11-11,
171,,,,,
,,1,PRO,14:12-12,
172,,,,,
,,1,PRO,14:13-13,
173,,,,,
,,1,PRO,14:14-14,
174,,,,,
,,1,PRO,14:15-15,
175,,,,,
,,1,PRO,14:16-16,
176,,,,,
,,1,PRO,14:17-17,
177,,,,,
,,1,PRO,14:18-18,
178,,,,,
,,1,PRO,14:19-19,
179,,,,,
,,1,PRO,14:20-20,
180,,,,,
,,1,PRO,14:21-21,
181,,,,,
,,1,PRO,14:22-22,
182,,,,,
,,1,PRO,14:23-23,
183,,,,,
,,1,PRO,14:24-24,
184,,,,,
,,1,PRO,14:25-25,
185,,,,,
,,1,PRO,14:26-26,
186,,,,,
,,1,PRO,14:27-27,
187,,,,,
,,1,PRO,14:28-28,
188,,,,,
,,1,PRO,14:29-29,
189,,,,,
,,1,PRO,14:30-30,
190,,,,,
,,1,PRO,14:31-31,
191,,,,,
,,1,PRO,14:32-32,
192,,,,,
,,1,PRO,14:33-33,
193,,,,,
,,1,PRO,14:34-34,
194,,,,,
,,1,PRO,14:35-35,
195,Proverbs of Solomon,,,,
,,1,PRO,15:1-1,
,,2,PRO,15:2-2,
196,,,,,
,,1,PRO,15:3-3,
197,,,,,
,,1,PRO,15:4-4,
198,,,,,
,,1,PRO,15:5-5,
199,,,,,
,,1,PRO,15:6-6,
200,,,,,
,,1,PRO,15:7-7,
201,,,,,
,,1,PRO,15:8-8,
202,,,,,
,,1,PRO,15:9-9,
203,,,,,
,,1,PRO,15:10-10,
204,,,,,
,,1,PRO,15:11-11,
205,,,,,
,,1,PRO,15:12-12,
206,,,,,
,,1,PRO,15:13-13,
207,,,,,
,,1,PRO,15:14-14,
208,,,,,
,,1,PRO,15:15-15,
209,,,,,
,,1,PRO,15:16-16,
210,,,,,
,,1,PRO,15:17-17,
211,,,,,
,,1,PRO,15:18-18,
212,,,,,
,,1,PRO,15:19-19,
213,,,,,
,,1,PRO,15:20-20,
214,,,,,
,,1,PRO,15:21-21,
215,,,,,
,,1,PRO,15:22-22,
216,,,,,
,,1,PRO,15:23-23,
217,,,,,
,,1,PRO,15:24-24,
218,,,,,
,,1,PRO,15:25-25,
219,,,,,
,,1,PRO,15:26-26,
220,,,,,
,,1,PRO,15:27-27,
221,,,,,
,,1,PRO,15:28-28,
222,,,,,
,,1,PRO,15:29-29,
223,,,,,
,,1,PRO,15:30-30,
224,,,,,
,,1,PRO,15:31-31,
225,,,,,
,,1,PRO,15:32-32,
226,,,,,
,,1,PRO,15:33-33,
227,Proverbs of Solomon,,,,
,,1,PRO,16:1-1,
,,2,PRO,16:2-2,
228,,,,,
,,1,PRO,16:3-3,
229,,,,,
,,1,PRO,16:4-4,
230,,,,,
,,1,PRO,16:5-5,
231,,,,,
,,1,PRO,16:6-6,
232,,,,,
,,1,PRO,16:7-7,
233,,,,,
,,1,PRO,16:8-8,
234,,,,,
,,1,PRO,16:9-9,
235,,,,,
,,1,PRO,16:10-10,
236,,,,,
,,1,PRO,16:11-11,
237,,,,,
,,1,PRO,16:12-12,
238,,,,,
,,1,PRO,16:13-13,
239,,,,,
,,1,PRO,16:14-14,
240,,,,,
,,1,PRO,16:15-15,
241,,,,,
,,1,PRO,16:16-16,
242,,,,,
,,1,PRO,16:17-17,
243,,,,,
,,1,PRO,16:18-18,
244,,,,,
,,1,PRO,16:19-19,
245,,,,,
,,1,PRO,16:20-20,
246,,,,,
,,1,PRO,16:21-21,
247,,,,,
,,1,PRO,16:22-22,
248,,,,,
,,1,PRO,16:23-23,
249,,,,,
,,1,PRO,16:24-24,
250,,,,,
,,1,PRO,16:25-25,
251,,,,,
,,1,PRO,16:26-26,
252,,,,,
,,1,PRO,16:27-27,
253,,,,,
,,1,PRO,16:28-28,
254,,,,,
,,1,PRO,16:29-29,
255,,,,,
,,1,PRO,16:30-30,
256,,,,,
,,1,PRO,16:31-31,
257,,,,,
,,1,PRO,16:32-32,
258,,,,,
,,1,PRO,16:33-33,
259,Proverbs of Solomon,,,,
,,1,PRO,17:1-1,
,,2,PRO,17:2-2,
260,,,,,
,,1,PRO,17:3-3,
261,,,,,
,,1,PRO,17:4-4,
262,,,,,
,,1,PRO,17:5-5,
263,,,,,
,,1,PRO,17:6-6,
264,,,,,
,,1,PRO,17:7-7,
265,,,,,
,,1,PRO,17:8-8,
266,,,,,
,,1,PRO,17:9-9,
267,,,,,
,,1,PRO,17:10-10,
268,,,,,
,,1,PRO,17:11-11,
269,,,,,
,,1,PRO,17:12-12,
270,,,,,
,,1,PRO,17:13-13,
271,,,,,
,,1,PRO,17:14-14,
272,,,,,
,,1,PRO,17:15-15,
273,,,,,
,,1,PRO,17:16-16,
274,,,,,
,,1,PRO,17:17-17,
275,,,,,
,,1,PRO,17:18-18,
276,,,,,
,,1,PRO,17:19-19,
277,,,,,
,,1,PRO,17:20-20,
278,,,,,
,,1,PRO,17:21-21,
279,,,,,
,,1,PRO,17:22-22,
280,,,,,
,,1,PRO,17:23-23,
281,,,,,
,,1,PRO,17:24-24,
282,,,,,
,,1,PRO,17:25-25,
283,,,,,
,,1,PRO,17:26-26,
284,,,,,
,,1,PRO,17:27-27,
285,,,,,
,,1,PRO,17:28-28,
286,Proverbs of Solomon,,,,
,,1,PRO,18:1-1,
,,2,PRO,18:2-2,
287,,,,,
,,1,PRO,18:3-3,
288,,,,,
,,1,PRO,18:4-4,
289,,,,,
,,1,PRO,18:5-5,
290,,,,,
,,1,PRO,18:6-6,
291,,,,,
,,1,PRO,18:7-7,
292,,,,,
,,1,PRO,18:8-8,
293,,,,,
,,1,PRO,18:9-9,
294,,,,,
,,1,PRO,18:10-10,
295,,,,,
,,1,PRO,18:11-11,
296,,,,,
,,1,PRO,18:12-12,
297,,,,,
,,1,PRO,18:13-13,
298,,,,,
,,1,PRO,18:14-14,
299,,,,,
,,1,PRO,18:15-15,
300,,,,,
,,1,PRO,18:16-16,
301,,,,,
,,1,PRO,18:17-17,
302,,,,,
,,1,PRO,18:18-18,
303,,,,,
,,1,PRO,18:19-19,
304,,,,,
,,1,PRO,18:20-20,
305,,,,,
,,1,PRO,18:21-21,
306,,,,,
,,1,PRO,18:22-22,
307,,,,,
,,1,PRO,18:23-23,
308,,,,,
,,1,PRO,18:24-24,
309,Proverbs of Solomon,,,,
,,1,PRO,19:1-1,
,,2,PRO,19:2-2,
310,,,,,
,,1,PRO,19:3-3,
311,,,,,
,,1,PRO,19:4-4,
312,,,,,
,,1,PRO,19:5-5,
313,,,,,
,,1,PRO,19:6-6,
314,,,,,
,,1,PRO,19:7-7,
315,,,,,
,,1,PRO,19:8-8,
316,,,,,
,,1,PRO,19:9-9,
317,,,,,
,,1,PRO,19:10-10,
318,,,,,
,,1,PRO,19:11-11,
319,,,,,
,,1,PRO,19:12-12,
320,,,,,
,,1,PRO,19:13-13,
321,,,,,
,,1,PRO,19:14-14,
322,,,,,
,,1,PRO,19:15-15,
323,,,,,
,,1,PRO,19:16-16,
324,,,,,
,,1,PRO,19:17-17,
325,,,,,
,,1,PRO,19:18-18,
326,,,,,
,,1,PRO,19:19-19,
327,,,,,
,,1,PRO,19:20-20,
328,,,,,
,,1,PRO,19:21-21,
329,,,,,
,,1,PRO,19:22-22,
330,,,,,
,,1,PRO,19:23-23,
331,,,,,
,,1,PRO,19:24-24,
332,,,,,
,,1,PRO,19:25-25,
333,,,,,
,,1,PRO,19:26-26,
334,,,,,
,,1,PRO,19:27-27,
335,,,,,
,,1,PRO,19:28-28,
336,,,,,
,,1,PRO,19:29-29,
337,Proverbs of Solomon,,,,
,,1,PRO,20:1-1,
,,2,PRO,20:2-2,
338,,,,,
,,1,PRO,20:3-3,
339,,,,,
,,1,PRO,20:4-4,
340,,,,,
,,1,PRO,20:5-5,
341,,,,,
,,1,PRO,20:6-6,
342,,,,,
,,1,PRO,20:7-7,
343,,,,,
,,1,PRO,20:8-8,
344,,,,,
,,1,PRO,20:9-9,
345,,,,,
,,1,PRO,20:10-10,
346,,,,,
,,1,PRO,20:11-11,
347,,,,,
,,1,PRO,20:12-12,
348,,,,,
,,1,PRO,20:13-13,
349,,,,,
,,1,PRO,20:14-14,
350,,,,,
,,1,PRO,20:15-15,
351,,,,,
,,1,PRO,20:16-16,
352,,,,,
,,1,PRO,20:17-17,
353,,,,,
,,1,PRO,20:18-18,
354,,,,,
,,1,PRO,20:19-19,
355,,,,,
,,1,PRO,20:20-20,
356,,,,,
,,1,PRO,20:21-21,
357,,,,,
,,1,PRO,20:22-22,
358,,,,,
,,1,PRO,20:23-23,
359,,,,,
,,1,PRO,20:24-24,
360,,,,,
,,1,PRO,20:25-25,
361,,,,,
,,1,PRO,20:26-26,
362,,,,,
,,1,PRO,20:27-27,
363,,,,,
,,1,PRO,20:28-28,
364,,,,,
,,1,PRO,20:29-29,
365,,,,,
,,1,PRO,20:30-30,
366,Proverbs of Solomon,,,,
,,1,PRO,21:1-1,
,,2,PRO,21:2-2,
367,,,,,
,,1,PRO,21:3-3,
368,,,,,
,,1,PRO,21:4-4,
369,,,,,
,,1,PRO,21:5-5,
370,,,,,
,,1,PRO,21:6-6,
371,,,,,
,,1,PRO,21:7-7,
372,,,,,
,,1,PRO,21:8-8,
373,,,,,
,,1,PRO,21:9-9,
374,,,,,
,,1,PRO,21:10-10,
375,,,,,
,,1,PRO,21:11-11,
376,,,,,
,,1,PRO,21:12-12,
377,,,,,
,,1,PRO,21:13-13,
378,,,,,
,,1,PRO,21:14-14,
379,,,,,
,,1,PRO,21:15-15,
380,,,,,
,,1,PRO,21:16-16,
381,,,,,
,,1,PRO,21:17-17,
382,,,,,
,,1,PRO,21:18-18,
383,,,,,
,,1,PRO,21:19-19,
384,,,,,
,,1,PRO,21:20-20,
385,,,,,
,,1,PRO,21:21-21,
386,,,,,
,,1,PRO,21:22-22,
387,,,,,
,,1,PRO,21:23-23,
388,,,,,
,,1,PRO,21:24-24,
389,,,,,
,,1,PRO,21:25-25,
,,2,PRO,21:26-26,
390,,,,,
,,1,PRO,21:27-27,
391,,,,,
,,1,PRO,21:28-28,
392,,,,,
,,1,PRO,21:29-29,
393,,,,,
,,1,PRO,21:30-30,
394,,,,,
,,1,PRO,21:31-31,
395,Proverbs of Solomon,,,,
,,1,PRO,22:1-1,
,,2,PRO,22:2-2,
396,,,,,
,,1,PRO,22:3-3,
397,,,,,
,,1,PRO,22:4-4,
398,,,,,
,,1,PRO,22:5-5,
399,,,,,
,,1,PRO,22:6-6,
400,,,,,
,,1,PRO,22:7-7,
401,,,,,
,,1,PRO,22:8-8,
402,,,,,
,,1,PRO,22:9-9,
403,,,,,
,,1,PRO,22:10-10,
404,,,,,
,,1,PRO,22:11-11,
405,,,,,
,,1,PRO,22:12-12,
406,,,,,
,,1,PRO,22:13-13,
407,,,,,
,,1,PRO,22:14-14,
408,,,,,
,,1,PRO,22:15-15,
409,,,,,
,,1,PRO,22:16-16,
410,Sayings of the Wise,,,,
411,,,,,
,,1,PRO,22:17-17,
,,2,PRO,22:18-18,
,,3,PRO,22:19-19,
,,4,PRO,22:20-20,
,,5,PRO,22:21-21,
412,,,,,
,,1,PRO,22:22-22,
,,2,PRO,22:23-23,
413,,,,,
,,1,PRO,22:24-24,
,,2,PRO,22:25-25,
414,,,,,
,,1,PRO,22:26-26,
,,2,PRO,22:27-27,
415,,,,,
,,1,PRO,22:28-28,
416,,,,,
,,1,PRO,22:29-29,
417,Sayings of the Wise,,,,
,,1,PRO,23:1-1,
,,2,PRO,23:2-2,
,,3,PRO,23:3-3,
,,4,PRO,23:4-4,
,,5,PRO,23:5-5,
418,,,,,
,,1,PRO,23:6-6,
,,2,PRO,23:7-7,
,,3,PRO,23:8-8,
419,,,,,
,,1,PRO,23:9-9,
420,,,,,
,,1,PRO,23:10-10,
,,2,PRO,23:11-11,
421,,,,,
,,1,PRO,23:12-12,
422,,,,,
,,1,PRO,23:13-13,
,,2,PRO,23:14-14,
423,,,,,
,,1,PRO,23:15-15,
,,2,PRO,23:16-16,
424,,,,,
,,1,PRO,23:17-17,
,,2,PRO,23:18-18,
425,,,,,
,,1,PRO,23:19-19,
,,2,PRO,23:20-20,
,,3,PRO,23:21-21,
426,,,,,
,,1,PRO,23:22-22,
,,2,PRO,23:23-23,
,,3,PRO,23:24-24,
,,4,PRO,23:25-25,
427,,,,,
,,1,PRO,23:26-26,
,,2,PRO,23:27-27,
,,3,PRO,23:28-28,
428,,,,,
,,1,PRO,23:29-29,
,,2,PRO,23:30-30,
,,3,PRO,23:31-31,
,,4,PRO,23:32-32,
,,5,PRO,23:33-33,
,,6,PRO,23:34-34,
,,7,PRO,23:35-35,
429,Sayings of the Wise,,,,
,,1,PRO,24:1-1,
,,2,PRO,24:2-2,
,,3,PRO,24:3-3,
,,4,PRO,24:4-4,
430,,,,,
,,1,PRO,24:5-5,
,,2,PRO,24:6-6,
431,,,,,
,,1,PRO,24:7-7,
432,,,,,
,,1,PRO,24:8-8,
,,2,PRO,24:9-9,
433,,,,,
,,1,PRO,24:10-10,
434,,,,,
,,1,PRO,24:11-11,
,,2,PRO,24:12-12,
435,,,,,
,,1,PRO,24:13-13,
,,2,PRO,24:14-14,
436,,,,,
,,1,PRO,24:15-15,
,,2,PRO,24:16-16,
437,,,,,
,,1,PRO,24:17-17,
,,2,PRO,24:18-18,
438,,,,,
,,1,PRO,24:19-19,
,,2,PRO,24:20-20,
439,,,,,
,,1,PRO,24:21-21,
,,2,PRO,24:22-22,
440,Further Sayings of the Wise,,,,
,,1,PRO,24:23-23,
441,,,,,
,,1,PRO,24:24-24,
,,2,PRO,24:25-25,
442,,,,,
,,1,PRO,24:26-26,
443,,,,,
,,1,PRO,24:27-27,
444,,,,,
,,1,PRO,24:28-28,
,,2,PRO,24:29-29,
445,,,,,
,,1,PRO,24:30-30,
